RAZON SOCIAL,CUIT,SERVICIO,RESOLUCION,FECHA RES,EXPEDIENTE,DOMICILIO,LOCALIDAD,PROVINCIA,C.POSTAL,TELEFONO
"GIMENEZ, PEDRO SANTIAGO",20-25710935-7,STD,2122 ENACOM/2019,23/05/2019,EX- -APN-SDYME#ENACOM 25957613/2018,LIBERTAD 636  ,CLORINDA,ENTRE RIOS,P3610DWN,03718-45-2323
"GINESTAR, OSCAR ANTONIO",20-21358428-7,L-TIC,111 ENACOM/2018,03/12/2021,EX- -APN-REYS#ENACOM 64746505/2018,MENDOZA NORTE 1963  ,CHIMBAS,SAN JUAN,5413,0264-481-3711
"GIODA, GUSTAVO ALBERTO",20-14050146-9,SAP,  282SC  1997,05/03/1997,EXPCNT E 31161/1996,AVDA. J. I. DE LA ROZA ESTE 766  ,SAN JUAN,SAN JUAN,J5402DBU,0264-420-4060
"GIODA, GUSTAVO ALBERTO",20-14050146-9,SRC, 1036SC  1998,08/04/1998,EXPCNT E 31161/1996,AVDA. J. I. DE LA ROZA ESTE 766  ,SAN JUAN,SAN JUAN,J5402DBU,0264-420-4060
GIOVANNI DA UDINE S.R.L,30-71637810-8,VA-ISP,1493 ENACOM/2021,06/10/2021,EX- -APN-REYS#ENACOM 47599022/2021,ADOLFO P CARRANZA 2609  ,CABA,CIUDAD DE BUENOS AIRES,1417,011-2288-3524
"GITRON, BRENDA SUSANA",27-17361206-6,SVA,788 AFTIC2015,26/11/2015,EXPCNC 5405/2013,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GITRON, BRENDA SUSANA",27-17361206-6,STL,1425 ENACOM/2020,11/12/2020,EX- -APN-REYS#ENACOM 77517905/2019,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GITRON, BRENDA SUSANA",27-17361206-6,SRSVF,1425 ENACOM/2020,11/12/2020,EX- -APN-REYS#ENACOM 77517905/2019,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GITRON, BRENDA SUSANA",27-17361206-6,STLDN,1425 ENACOM/2020,11/12/2020,EX- -APN-REYS#ENACOM 77517905/2019,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GITRON, BRENDA SUSANA",27-17361206-6,STLDI,1425 ENACOM/2020,11/12/2020,EX- -APN-REYS#ENACOM 77517905/2019,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GITRON, BRENDA SUSANA",27-17361206-6,VA-ISP,1927 ENACOM/2018,18/12/2018,EX- -APN-AMEYS#ENACOM 34449350/2018,AVDA. TOMAS DE IROBI 873  ,CORDOBA,CORDOBA,X5008DAI,0351-316-4343
"GIUSEPPONI, SILVIA MONICA",27-21086598-0,SAVR, 2490SC  1997,25/08/1997,EXPCNC E 4413/1997,ALIANZA 14  ,CIUDADELA,BUENOS AIRES,1702,011-4647-2100
GIZA S.A.,30-71617119-8,VA-ISP,4481 ENACOM/2019,15/10/2019,EX- -APN-SDYME#ENACOM 56094809/2018,CALLE 11 E/529 Y 530 260  ,TOLOSA,BUENOS AIRES,B1906ENF,--
GLNET S.R.L.,30-71109854-9,VA-ISP,10429  ENACOM/2016,30/12/2016,EXPENACOM 10987/2016,SILVERIO LOPEZ OSORNIO 615  ,GENERAL LA MADRID,BUENOS AIRES,7406,02284-66-8664
GLOBAL NET S.R.L.,30-71412160-6,VA-ISP,10475  ENACOM/2016,30/12/2016,EXPENACOM 7255/2016,CALAFATE 135 - Piso PB - Dpto/Of. 2,TREVELIN,CHUBUT,9203,02945-58-4900
GLOBAL SISTEMS SOLUCIONES INFORMATICAS S.A.S.,30-71667392-4,VA-ISP,324 ENACOM/2021,14/04/2021,EX- -APN-REYS#ENACOM 105379580/2019,SAN MARTIN 203  ,MARCOS PAZ,BUENOS AIRES,1727,011-5641-7579
GLOBAL TECHNOLOGY S.R.L.,30-71237396-9,SVA,687 ENACOM/2018,25/10/2018,EXPCNC 6760/2015,SAN MARTIN 1227  ,VILLA MERCEDES,SAN LUIS,D5732ALK,02657-20-2556
GLOBAL TELECOMUNICACIONES S.R.L.,30-71122583-4,SVA,1842  ENACOM/2017,19/09/2017,EXPCNC 10619/2012,GENERAL MITRE 169  ,PASCANAS,CORDOBA,X2679ADA,0353-414-3427
GLOBALGATE S.R.L.,30-70783680-2,SVA,790 AFTIC2015,26/11/2015,EXPCNC 11924/2008,VIAMONTE GRAL JUAN JOSE 723 - Piso 5 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1053ABO,011-5218-4245
GLOBALRADIO S.A.,30-71636210-4,VA-ISP,4421 ENACOM/2019,14/10/2019,EX- -APN-SDYME#ENACOM 19065500/2019,MORENO 221  ,ZARATE,BUENOS AIRES,B2800AYE,011-6491-9964
GLOBALSAT ARGENTINA TELECOMUNICACIONES S.R.L.,30-71552398-8,SFMS,1846 ENACOM/2019,26/04/2019,EX- -APN-SDYME#ENACOM 30422068/2017,INGENIERO BUTTY 240 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1001AFB,011-4590-2549
GLOBALSAT ARGENTINA TELECOMUNICACIONES S.R.L.,30-71552398-8,SMS,1846 ENACOM/2019,26/04/2019,EX- -APN-SDYME#ENACOM 30422068/2017,INGENIERO BUTTY 240 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1001AFB,011-4590-2549
GLOBALSTAR ARGENTINA S.R.L.,30-71590189-3,SFMS,1913 ENACOM/2018,18/12/2018,EX- -APN-SDYME#ENACOM 16319438/2018,SAN MARTIN 140 - Piso 2° ,CABA,CIUDAD DE BUENOS AIRES,C1004AAD,011-4872-1717
GLOBALWEB S.R.L.,30-71003128-9,SVA,10426  ENACOM/2016,30/12/2016,EXPCNC 17141/2014,AVDA. OTAMENDI 241  ,BENITO JUAREZ,BUENOS AIRES,7020,02281-49-4281
GLOBENET CABOS SUBMARINOS ARGENTINA S.R.L.,33-71617295-9,VA-ISP,2457 ENACOM/2019,27/06/2019,EX- -APN-SDYME#ENACOM 16909230/2019,CORRIENTES 753 - Piso PB ,CABA,CIUDAD DE BUENOS AIRES,1043,011-5014-3476
GLOBENET CABOS SUBMARINOS ARGENTINA S.R.L.,33-71617295-9,STD,2457 ENACOM/2019,27/06/2019,EX- -APN-SDYME#ENACOM 16909230/2019,CORRIENTES 753 - Piso PB ,CABA,CIUDAD DE BUENOS AIRES,1043,011-5014-3476
GO CONECTIVIDAD S.A.,30-71604619-9,SVA,703 ENACOM/2018,26/10/2018,EX- -APN-SDYME#ENACOM 26471382/2018,GENERAL PAZ 375  ,LA CAPITAL,SAN LUIS,5700,--
GOBERNACION DE LA PROVINCIA DE BUENOS AIRES,30-65020838-9,STD,  100SC  2005,04/05/2005,EXPCNC E 3203/2001,50 547 - Piso 2 ,LA PLATA,BUENOS AIRES,B1900ASU,0221-429-6733
GOBIERNO DE LA PROVINCIA DE CORRIENTES - MINISTERIO DE COORDINACION Y PLANIFICACION,30-71433960-1,VA-ISP,4262 ENACOM/2019,04/10/2019,EX- -APN-REYS#ENACOM 69907790/2019,25 DE MAYO 927  ,CORRIENTES,CORRIENTES,3400,0379-433-7220
GOBIERNO DE LA PROVINCIA DE CORRIENTES - MINISTERIO DE COORDINACION Y PLANIFICACION,30-71433960-1,SVA,4262 ENACOM/2019,04/10/2019,EX- -APN-REYS#ENACOM 69905984/2019,25 DE MAYO 927  ,CORRIENTES,CORRIENTES,3400,0379-433-7220
GOBIERNO DE LA PROVINCIA DE CORRIENTES - MINISTERIO DE COORDINACION Y PLANIFICACION,30-71433960-1,L-TIC,547 ENACOM/2019,08/02/2019,EX- -APN-SDYME#ENACOM 3939134/2019,25 DE MAYO 927  ,CORRIENTES,CORRIENTES,3400,0379-433-7220
GOBIERNO DE LA PROVINCIA DE ENTRE RIOS,30-99921693-1,STLDI,  177SC  2001,28/06/2001,EXPCNC E 3298/2001,FERNANDEZ DE LA PUENTE GREGORIO 220  ,PARANA,ENTRE RIOS,E3100INB,0343-420-8187
GOBIERNO DE LA PROVINCIA DE ENTRE RIOS,30-99921693-1,STLDN,  177SC  2001,28/06/2001,EXPCNC E 3298/2001,FERNANDEZ DE LA PUENTE GREGORIO 220  ,PARANA,ENTRE RIOS,E3100INB,0343-420-8187
GOBIERNO DE LA PROVINCIA DE JUJUY,30-71402160-1,L-TIC,1640 ENACOM/2019,15/04/2019,EX- -APN-SDYME#ENACOM 15401422/2019,ALVAREZ PRADO 405  ,SAN SALVADOR DE JUJUY,JUJUY,Y4607JHI,0388-682-0206
GOBIERNO DE LA PROVINCIA DE JUJUY,30-71402160-1,VA-ISP,5458 ENACOM/2019,22/11/2019,EX- -APN-REYS#ENACOM 39654039/2019,ALVAREZ PRADO 405  ,SAN SALVADOR DE JUJUY,JUJUY,Y4607JHI,0388-682-0206
GOBIERNO DE LA PROVINCIA DE LA RIOJA,30-67185353-5,SVA,  249SC  2008,14/08/2008,EXPCNC 3044/2008,QUIROGA BRIGADIER FACUNDO 947  ,LA RIOJA,LA RIOJA,F5300ISJ,03822-47-0100
GOBIERNO DE LA PROVINCIA DE LA RIOJA,30-67185353-5,STL,  249SC  2008,14/08/2008,EXPCNC 3044/2008,QUIROGA BRIGADIER FACUNDO 947  ,LA RIOJA,LA RIOJA,F5300ISJ,03822-47-0100
GOBIERNO DE LA PROVINCIA DE LA RIOJA,30-67185353-5,STP,  249SC  2008,14/08/2008,EXPCNC 3044/2008,QUIROGA BRIGADIER FACUNDO 947  ,LA RIOJA,LA RIOJA,F5300ISJ,03822-47-0100
GOBIERNO DE LA PROVINCIA DE LA RIOJA,30-67185353-5,STLDN,  249SC  2008,14/08/2008,EXPCNC 3044/2008,QUIROGA BRIGADIER FACUNDO 947  ,LA RIOJA,LA RIOJA,F5300ISJ,03822-47-0100
GOBIERNO DE LA PROVINCIA DE LA RIOJA,30-67185353-5,STLDI,  249SC  2008,14/08/2008,EXPCNC 3044/2008,QUIROGA BRIGADIER FACUNDO 947  ,LA RIOJA,LA RIOJA,F5300ISJ,03822-47-0100
GOBIERNO DE LA PROVINCIA DE MENDOZA,30-68923554-5,VA-ISP,5550 ENACOM/2019,23/11/2019,EX- -APN-SDYME#ENACOM 94819256/2019,CASA DE GOBIERNO S/N  ,MENDOZA,MENDOZA,5500,--
GOBIERNO DE LA PROVINCIA DE MENDOZA,30-68923554-5,OMV,5550 ENACOM/2019,23/11/2019,EX- -APN-SDYME#ENACOM 94819256/2019,CASA DE GOBIERNO S/N  ,MENDOZA,MENDOZA,5500,--
GOBIERNO DE LA PROVINCIA DE MENDOZA,30-68923554-5,STM,5550 ENACOM/2019,23/11/2019,EX- -APN-SDYME#ENACOM 94819256/2019,CASA DE GOBIERNO S/N  ,MENDOZA,MENDOZA,5500,--
GOBIERNO DE LA PROVINCIA DE MENDOZA,30-68923554-5,STD,5550 ENACOM/2019,23/11/2019,EX- -APN-SDYME#ENACOM 94819256/2019,CASA DE GOBIERNO S/N  ,MENDOZA,MENDOZA,5500,--
"GOBIERNO DE LA PROVINCIA DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",30-54666243-4,L-TIC,119 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 4174505/2019,SAN MARTIN GRAL JOSE DE 450  ,USHUAIA,"TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR",V9410BFR,02901-43-3303
"GODFRID, CARLOS ALBERTO",20-07816692-5,SAVR,  263SEYC1995,27/11/1995,EXPCNT 7247/1995,MORENO DOCTOR MARIANO 916 - Piso PB ,RIO GALLEGOS,SANTA CRUZ,Z9403BOB,02966-42-6484
"GODOY, LUIS ALBERTO",20-20721997-6,L-TIC,3695 ENACOM/2019,05/09/2019,EX- -APN-REYS#ENACOM 58674361/2018,AYACUCHO 427  ,CHARATA,CHACO,3730,--
"GODOY, LUIS ALBERTO",20-20721997-6,VA-ISP,639 ENACOM/2020,05/06/2020,EX- -APN-REYS#ENACOM 94342175/2019,AYACUCHO 427  ,CHARATA,CHACO,3730,--
"GOMEZ, ALBERTO FABIAN",23-22976093-9,L-TIC,130 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 73387485/2019,VAZQUECITO 77  ,CHILECITO,LA RIOJA,5360,0351-730-4497
"GOMEZ, ANIBAL JAVIER",20-26336784-8,VA-ISP,7576  ENACOM/2016,07/11/2016,EXPENACOM 9407/2016,CALLE 29 DE SEPTIEMBRE 566  ,EL DORADO,MISIONES,3380,03751-44-3272
"GOMEZ, BENICIA",27-05866880-5,SVA,   84SC  2006,21/07/2006,EXPCNC 10844/2005,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,STP,   84SC  2006,21/07/2006,EXPCNC 10844/2005,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,REVEN,   84SC  2006,21/07/2006,EXPCNC 10844/2005,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,STLDI,157 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 85694060/2019,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,STLDN,157 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 85694060/2019,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,STL,157 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 85694060/2019,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, BENICIA",27-05866880-5,SRSVF,157 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 85694060/2019,LEANDRO N. ALEM 1080 - Piso 3 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1001,011-5591-8449
"GOMEZ, DARIO JAVIER",20-27301156-1,L-TIC,4416 ENACOM/2019,14/10/2019,EX- -APN-SDYME#ENACOM 19612944/2018,24 DE SEPTIEMBRE-2° CUADRA S/N  ,GOBERNADOE GARMENDIA,TUCUMAN,4119,0381-554-5027
"GOMEZ, EDGARDO JUAN",20-14838606-5,STP,   94SC  2005,20/04/2005,EXPCNC 6574/2003,JARDIN FLORIDO 2790  ,CORDOBA,CORDOBA,5000,0351-460-0197
"GOMEZ, GABRIEL ADRIAN",20-30814516-7,VA-ISP,424 ENACOM/2021,19/04/2021,EX- -APN-REYS#ENACOM 68452120/2020,SARMIENTO 578  ,SAN FERNANDO,CHACO,3536,--
"GOMEZ, HECTOR GUILLERMO",20-16843989-0,VA-ISP,3616  ENACOM/2017,30/10/2017,EXPENACOM 11247/2017,PALMA 2389  ,MAIPU,MENDOZA,5515,011-9999-9999
"GOMEZ, PABLO GUILLERMO",20-29985367-6,SVA,6804  ENACOM/2016,23/09/2016,EXPCNC 6829/2015,ITALIA 2520  ,ROQUE SAENZ PEÑA,CHACO,3700,0364-4466-3735
"GOMEZ, RAMON RUBEN",20-13038745-5,STD, 1048SC  1998,16/04/1998,EXPCNC E 9707/1997,BOMBAL 943  ,SAN RAFAEL,MENDOZA,5600,02627-44-5721
"GOMEZ, RAMON RUBEN",20-13038745-5,SVA, 1048SC  1998,16/04/1998,EXPCNC E 9707/1997,BOMBAL 943  ,SAN RAFAEL,MENDOZA,5600,02627-44-5721
"GONCALVES, RICARDO JULIO",20-21575818-5,VA-ISP,41  ENACOM/2017,03/01/2017,EXPENACOM 13159/2016,SANTIAGO DEL ESTERO 2353  ,MARTINEZ,BUENOS AIRES,1640,011-5336-0000
"GONCALVES, RICARDO JULIO",20-21575818-5,STL,5548 ENACOM/2019,23/11/2019,EX- -APN-REYS#ENACOM 51643290/2018,SANTIAGO DEL ESTERO 2353  ,MARTINEZ,BUENOS AIRES,1640,011-5336-0000
"GONCALVES, RICARDO JULIO",20-21575818-5,SRSVF,5548 ENACOM/2019,23/11/2019,EX- -APN-REYS#ENACOM 51643290/2018,SANTIAGO DEL ESTERO 2353  ,MARTINEZ,BUENOS AIRES,1640,011-5336-0000
"GONZALEZ FARIÑA, MARIO ALBERTO",20-93747166-2,SRSVF,131 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 97016881/2019,LARRAZABAL 3616  ,VILLA FIORITO,BUENOS AIRES,1832,011-6210-0048
"GONZALEZ FARIÑA, MARIO ALBERTO",20-93747166-2,VA-ISP,131 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 97016881/2019,LARRAZABAL 3616  ,VILLA FIORITO,BUENOS AIRES,1832,011-6210-0048
"GONZALEZ FARIÑA, MARIO ALBERTO",20-93747166-2,L-TIC,4447 ENACOM/2019,14/10/2019,EX- -APN-REYS#ENACOM 10225998/2019,LARRAZABAL 3616  ,VILLA FIORITO,BUENOS AIRES,1832,011-6210-0048
"GONZALEZ OVIEDO, MATIAS EMANUEL",20-38217480-2,VA-ISP,5173  ENACOM/2017,15/12/2017,EXPENACOM 11263/2017,PARAGUAY - B° NATANIA 8 857  ,CHIMBAS,SAN JUAN,5413,0264-611-9628
"GONZALEZ, CARLOS NORBERTO",20-04648329-5,VA-ISP,5172  ENACOM/2017,11/12/2017,EXPENACOM 10231/2016,SAN MARTIN 50  ,SIERRA GRANDE,RIO NEGRO,R8532AGN,02934-99-9999
"GONZALEZ, CARLOS NORBERTO",20-04648329-5,SRSVF,1396 COMFER/2005,,EXPCOMFER 117/1996,SAN MARTIN 50  ,SIERRA GRANDE,RIO NEGRO,R8532AGN,02934-99-9999
"GONZALEZ, DANIEL EUGENIO",20-12162238-7,VA-ISP,5128  ENACOM/2017,16/06/2017,EXPENACOM 10004/2016,10 (B° CASA DE PIEDRA) 11805  ,SAN CARLOS DE BARILOCHE,RIO NEGRO,R8401BTC,0294-466-7800
"GONZALEZ, IDALINA",27-13648956-4,VA-ISP,1248  ENACOM/2018,23/02/2018,EXPENACOM 10465/2016,GORDIOLA NIELLA 100  ,NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,CORRIENTES,3407,--
"GONZALEZ, IDALINA",27-13648956-4,SRSVF,1347 ENACOM/2017,,EXPAFSCA 1222/2010,GORDIOLA NIELLA 100  ,NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,CORRIENTES,3407,--
"GONZALEZ, JORGE TOMAS",20-16850278-9,SVA,402  ENACOM/2016,11/03/2016,EXPCNC 9466/2011,BOULEVARD VILLAGUAY 363  ,SAN SALVADOR,ENTRE RIOS,E3218BCD,0345-520-2054
"GONZALEZ, JOSE ELEUTERIO",20-13096795-8,SRSVF,8962 ENACOM/2016,13/12/2016,EXPCOMFER 1992/2009,AV. SAN MARTIN 0  ,GRAN GUARDIA,FORMOSA,3604,011-4878-9240
"GONZALEZ, MARIA NORBERTA",27-14648987-2,VA-ISP,3640  ENACOM/2017,30/10/2017,EXPCNC 877/2008,9 DE JULIO 1045  ,ENTRE RIOS,SANTA FE,3192,03437-48-1677
"GONZALEZ, MARIA NORBERTA",27-14648987-2,SRSVF,649 COMFER/1992,,EXPCOMFER 544/1991,9 DE JULIO 1045  ,ENTRE RIOS,SANTA FE,3192,03437-48-1677
"GONZALEZ, MERCEDES GUADALUPE",27-26471976-9,VA-ISP,3674  ENACOM/2017,31/10/2017,EXPENACOM 9063/2017,GELLY Y OBES 171 TORR  ,SARANDI,BUENOS AIRES,1872,011-4265-1489
"GONZALEZ, NESTOR EDGARDO",20-12820767-9,VA-ISP,169 ENACOM/2020,02/03/2020,EX- -APN-REYS#ENACOM 84689117/2019,GRAL. M. GUEMES S/N  ,EL ESPINILLO,FORMOSA,P3615AXA,03718-61-4352
"GONZALEZ, NESTOR EDGARDO",20-12820767-9,SRSVF,3532 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 47781510/2019,GRAL. M. GUEMES S/N  ,EL ESPINILLO,FORMOSA,P3615AXA,03718-61-4352
"GONZALEZ, VITO HUGO",20-13349534-8,SVA,   48SC  2008,21/04/2008,EXPCNC 5972/2004,PASAJE EL MAESTRO 49  ,CURUZU CUATIA,CORRIENTES,3460,03774-42-4618
"GONZALIA, ALEJANDRO",20-29031821-2,L-TIC,1869 ENACOM/2021,24/11/2021,EX- -APN-REYS#ENACOM 44433221/2020,MALVINAS ARGENTINAS 134  ,CHASCOMUS,BUENOS AIRES,7130,02241-49-5530
GONZALO HOURCADE COMUNICACIONES S.R.L.,30-71556412-9,VA-ISP,1789 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 112905893/2019,CORRIENTES 715  ,NEUQUEN,NEUQUEN,Q8300BAP,0299-522-8575
GONZALO HOURCADE COMUNICACIONES S.R.L.,30-71556412-9,SRC,1789 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 112905893/2019,CORRIENTES 715  ,NEUQUEN,NEUQUEN,Q8300BAP,0299-522-8575
GONZALO HOURCADE COMUNICACIONES S.R.L.,30-71556412-9,SRCE,1789 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 112905893/2019,CORRIENTES 715  ,NEUQUEN,NEUQUEN,Q8300BAP,0299-522-8575
GONZALO HOURCADE COMUNICACIONES S.R.L.,30-71556412-9,L-TIC,5477 ENACOM/2019,22/11/2019,EX- -APN-REYS#ENACOM 51151474/2019,CORRIENTES 715  ,NEUQUEN,NEUQUEN,Q8300BAP,0299-522-8575
"GONZALVEZ, ALEJANDRO ALBERTO",20-26321084-1,VA-ISP,7578  ENACOM/2016,07/11/2016,EXPENACOM 9375/2016,ITALIA 455  ,VICTORIA,ENTRE RIOS,E3153CVC,03436-99-9999
GOW INTERNET S.R.L.,30-71209429-6,SVA,338  ENACOM/2016,11/03/2016,EXPCNC 3063/2012,ITALIA 5043  ,BENAVIDEZ,BUENOS AIRES,1621,011-4052-4124
GOW INTERNET S.R.L.,30-71209429-6,SRSVF,3540 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 19368851/2019,ITALIA 5043  ,BENAVIDEZ,BUENOS AIRES,1621,011-4052-4124
GOW INTERNET S.R.L.,30-71209429-6,STL,3540 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 19943579/2019,ITALIA 5043  ,BENAVIDEZ,BUENOS AIRES,1621,011-4052-4124
GOWIGO S.A.S.,30-71680403-4,VA-ISP,126 ENACOM/2021,11/02/2021,EX- -APN-REYS#ENACOM 17764841/2020,PRES. ARTURO H. ILLIA 26  ,RESISTENCIA,CHACO,H3500AVB,--
GOWIGO S.A.S.,30-71680403-4,SRSVF,126 ENACOM/2021 ,11/02/2021,EX- -APN-REYS#ENACOM 17764841/2020,PRES. ARTURO H. ILLIA 26  ,RESISTENCIA,CHACO,H3500AVB,--
GOYA VISION S.R.L.,30-65973613-2,SVA,6019  ENACOM/2016,14/07/2016,EXPCNC 5310/2008,JOSE E. GOMEZ 561  ,GOYA,CORRIENTES,3450,03777-43-2500
GOYA VISION S.R.L.,30-65973613-2,SRSVF,282 COMFER/1992,,EXPCOMFER 1190/1991,JOSE E. GOMEZ 561  ,GOYA,CORRIENTES,3450,03777-43-2500
GPRS MONITOREO Y SEGURIDAD S.R.L.,30-71416630-8,SVA,4407 ENACOM/2019,14/10/2019,EX- -APN-SDYME#ENACOM 22647283/2017,MARIANO MORENO 299  ,SAN RAFAEL,MENDOZA,5600,011-999-9999
GPS SAN JUAN S.R.L.,30-71543286-9,VA-ISP,3646  ENACOM/2017,30/10/2017,EXPENACOM 10575/2017,MENDOZA (SUR) ESQ. DR. ORTEGA 3800  ,RAWSON,SAN JUAN,5425,0264-442-5667
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,SVA,3397  ENACOM/2017,27/10/2017,EXPCNC 16664/2014,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STSR,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 90113814/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STLDI,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 90079788/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STLDN,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 89860255/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,REVEN,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 89836982/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STP,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 89853917/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STL,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 89843969/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,STD,1796 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 89841514/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAGLIA, VIVIANA MONICA",23-14818789-4,SRSVF,4050 ENACOM/2019,25/09/2019,EX- -APN-REYS#ENACOM 9486556/2019,FRANCIA 1109  ,LUJAN,BUENOS AIRES,B6700CHS,011-5413-8005
"GRAMAJO, GUSTAVO DANIEL",20-34721181-9,VA-ISP,7037  ENACOM/2017,31/07/2017,EXPENACOM 6521/2017,DORREGO 426  ,SAN RAMON DE LA NUEVA ORAN,SALTA,4530,03878-30-8211
GRAN DIFUSORA SOCIEDAD ANONIMA,33-70810712-9,SRSVF,826 COMFER/1995,,EXPCOMFER 1359/1994,MONTEVERDE 489  ,TRES LOMAS,BUENOS AIRES,6409,--
"GRANDI, CARLOS HUMBERTO",20-16019921-1,VA-ISP,2033  ENACOM/2018,22/03/2018,EX- -APN-SDYME#ENACOM 29029921/2017,DR. MARIANO MORENO 234  ,COSQUIN,CORDOBA,X5166FRD,03541-61-0421
GRAPE S.A.,30-71024791-5,SVA,6812  ENACOM/2016,23/09/2016,EXPCNC 13662/2012,RAFAEL NUÑEZ 3835 - Piso 2 - Dpto/Of. 8,CORDOBA,CORDOBA,X5009CFF,0351-623-8694
"GRECO, HORACIO HUGO",20-14433822-8,SVA,   57SC  2014,25/08/2014,EXPCNC 5898/2008,BERNARDINO RIVADAVIA 3140  ,SALADILLO,BUENOS AIRES,B7260ELU,02345-51-3288
"GRECO, MARIANO MARTIN",20-26002378-1,VA-ISP,1220 ENACOM 2021,26/08/2021,EX- -APN-SDYME#ENACOM 108586957/2019,25 DE MAYO BIS 80  ,ARROYO SECO,SANTA FE,2128,03402-48-5066
